budget,days,interest,travel_type,transport_mode,route_category,recommended_route
65215,6,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
66322,5,cultural,family,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
74114,8,wildlife,friends,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
130087,6,adventure,solo,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
123382,8,beach,friends,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
50662,4,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
169978,7,cultural,family,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
35639,2,relax,friends,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
35169,3,relax,family,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
116750,7,cultural,solo,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
140794,6,family,family,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
19250,1,relax,friends,van,Weekend_Getaway,Colombo -> Ella -> Colombo
75631,5,nature,friends,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
168251,4,adventure,family,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
176398,4,cultural,couple,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
123660,7,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
52015,6,nature,solo,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
38737,5,nature,friends,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
72303,7,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
44989,1,relax,couple,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
77850,5,family,family,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
88251,4,cultural,family,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
127064,7,family,couple,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
143147,7,family,couple,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
25832,1,relax,solo,car,Weekend_Getaway,Colombo -> Ella -> Colombo
22259,2,relax,couple,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
83749,8,family,family,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
72528,6,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
64879,4,nature,couple,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
153138,5,adventure,friends,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
110523,3,family,family,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
29609,5,nature,couple,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
43272,3,relax,couple,van,Weekend_Getaway,Colombo -> Ella -> Colombo
120637,6,adventure,couple,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
177174,6,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
27797,3,nature,couple,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
29238,6,nature,family,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
51768,6,wildlife,friends,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
35242,1,relax,couple,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
68317,3,family,family,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
79431,7,adventure,family,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
216379,10,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
44155,5,nature,couple,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
365702,9,luxury,family,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
70982,3,nature,family,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
36878,3,relax,solo,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
31479,3,relax,solo,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
23546,3,relax,couple,van,Weekend_Getaway,Colombo -> Ella -> Colombo
88597,6,nature,solo,bike,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
368915,10,luxury,friends,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
119015,6,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
144740,8,cultural,family,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
86459,7,wildlife,couple,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
143482,8,cultural,family,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
92116,3,adventure,family,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
174880,4,family,friends,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
176858,6,beach,solo,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
157963,7,wildlife,couple,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
135312,8,family,couple,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
129476,4,cultural,solo,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
60430,8,nature,family,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
138397,6,beach,couple,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
131124,3,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
37981,1,relax,solo,van,Weekend_Getaway,Colombo -> Galle -> Colombo
189709,5,luxury,couple,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
39156,2,relax,solo,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
82606,4,family,couple,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
139418,4,adventure,friends,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
131722,8,adventure,couple,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
353468,5,luxury,solo,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
52179,5,cultural,family,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
96419,7,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
36427,1,relax,family,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
106371,8,nature,family,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
129150,4,wildlife,family,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
149128,7,cultural,couple,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
354688,9,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
167063,7,family,family,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
75091,5,beach,couple,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
26870,6,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
66111,3,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
40246,3,nature,solo,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
33623,3,relax,solo,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
55857,5,family,solo,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
169176,6,cultural,friends,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
348263,7,luxury,solo,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
154793,3,cultural,couple,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
156974,4,wildlife,friends,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
32879,3,nature,couple,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
202370,5,luxury,couple,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
148654,3,beach,solo,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
33019,5,nature,couple,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
40592,1,relax,family,van,Weekend_Getaway,Colombo -> Ella -> Colombo
90185,3,family,friends,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
48123,1,relax,couple,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
220283,7,luxury,friends,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
86783,8,cultural,couple,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
62885,4,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
137134,3,cultural,couple,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
91224,6,adventure,couple,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
34198,3,relax,solo,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
163930,5,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
146868,6,beach,couple,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
30953,3,relax,couple,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
91317,5,wildlife,friends,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
157918,8,family,friends,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
108470,3,adventure,family,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
127011,7,cultural,solo,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
267695,6,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
38718,2,relax,friends,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
42893,4,nature,couple,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
114891,3,family,couple,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
159225,8,beach,friends,van,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
81139,7,nature,couple,car,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
55780,3,adventure,friends,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
118892,8,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
152419,4,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
78781,7,nature,couple,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
62009,5,wildlife,family,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
75539,3,nature,couple,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
102234,7,beach,friends,bike,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
62946,6,beach,solo,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
81996,8,adventure,solo,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
73751,5,nature,solo,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
34004,1,relax,solo,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
38852,1,relax,friends,car,Weekend_Getaway,Colombo -> Galle -> Colombo
146331,8,cultural,family,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
61606,6,nature,family,car,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
53361,8,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
63318,6,nature,couple,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
161285,4,cultural,solo,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
105192,8,nature,family,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
59050,3,cultural,family,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
59829,4,wildlife,family,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
60006,3,cultural,friends,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
53396,5,adventure,family,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
357428,8,luxury,couple,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
110670,4,cultural,family,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
85549,6,cultural,family,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
126034,7,adventure,couple,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
25886,6,nature,couple,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
42603,2,relax,family,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
28310,2,relax,family,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
151690,8,cultural,family,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
44349,6,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
134793,7,nature,couple,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
35558,6,nature,friends,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
48277,4,nature,family,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
341283,8,luxury,solo,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
368658,9,luxury,solo,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
76840,8,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
173313,6,beach,friends,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
120434,8,beach,family,van,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
107399,6,family,friends,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
13321,2,relax,couple,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
156283,8,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
156332,4,adventure,family,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
53940,6,nature,friends,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
58576,5,nature,solo,car,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
121674,4,nature,couple,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
85706,6,cultural,friends,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
58887,8,cultural,friends,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
49102,8,cultural,friends,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
152855,7,cultural,solo,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
70924,5,adventure,couple,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
64169,3,nature,friends,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
175082,7,adventure,couple,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
65451,4,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
118806,6,nature,family,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
32585,2,relax,friends,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
85923,4,family,couple,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
177698,3,adventure,solo,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
106682,8,cultural,friends,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
197176,9,luxury,friends,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
79199,7,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
124455,3,cultural,friends,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
123576,4,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
167031,3,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
162297,3,wildlife,solo,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
129145,4,cultural,friends,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
125989,7,cultural,family,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
180961,7,adventure,family,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
83427,8,nature,friends,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
164669,4,cultural,couple,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
345723,8,luxury,couple,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
65173,5,nature,solo,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
122804,3,adventure,friends,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
37745,6,nature,solo,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
51410,4,nature,family,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
26791,6,nature,solo,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
48402,6,nature,friends,bike,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
63139,8,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
62036,6,wildlife,family,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
137252,3,wildlife,friends,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
131324,4,cultural,solo,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
39274,6,nature,solo,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
107181,3,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
162718,5,nature,family,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
314207,9,luxury,couple,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
36505,3,relax,couple,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
58655,3,cultural,friends,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
176406,6,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
87373,7,cultural,family,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
38250,1,relax,family,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
30262,3,relax,couple,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
87053,6,cultural,friends,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
37077,1,relax,solo,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
41141,1,relax,family,van,Weekend_Getaway,Colombo -> Ella -> Colombo
25128,1,relax,solo,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
360325,8,luxury,friends,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
93997,3,family,family,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
132511,8,cultural,family,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
54001,4,nature,friends,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
266859,10,luxury,friends,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
139630,3,cultural,solo,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
48773,4,nature,family,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
81695,7,nature,family,bike,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
112857,5,wildlife,friends,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
46121,3,nature,family,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
161556,3,nature,solo,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
