starting_city,days,budget,budget_level,interest,travel_type,transport_mode,recommended_route,total_distance_km,fuel_cost_lkr,hotel_cost_lkr,food_cost_lkr,attraction_cost_lkr,daily_budget_lkr,total_estimated_cost_lkr,recommended_hotels
Colombo,4,70336,medium,beach,family,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,13335,36208,19024,10993,19152,76610,Sigiriya Nature Stay | Lakewood Stay | Ella Green Stay | Galle Sea Breeze
Colombo,4,312682,high,wildlife,couple,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9258,139316,19232,3349,41655,166619,Lion Rock Hotel | Temple View Hotel
Colombo,6,270557,high,beach,friends,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,12149,197262,22422,17825,41445,248670,Hill Breeze Resort | Nine Arch Resort | Mirissa Beach Stay
Colombo,2,55437,low,adventure,friends,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,11772,8670,6176,12242,22814,45629,Kandy Hill Resort | Hill Breeze Resort | Nine Arch Resort
Colombo,7,203370,high,wildlife,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12551,211995,30387,10123,37481,262364,Lion Rock Hotel | Temple View Hotel | Nine Arch Resort | Fort View Hotel
Colombo,8,37440,low,beach,family,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,10975,53000,36864,17296,15163,121306,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,8,292920,high,adventure,couple,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9319,212504,29216,18216,34256,274044,Lakewood Stay | Hill Breeze Resort | Nine Arch Resort
Colombo,2,48971,low,adventure,couple,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9693,13256,5370,15126,19642,39283,Lion Rock Hotel | Kandy Hill Resort
Colombo,6,32786,low,adventure,friends,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,13484,24162,24678,14228,12851,77107,Sigiriya Nature Stay | Temple View Hotel
Colombo,10,65100,medium,wildlife,solo,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,31336,81220,44400,19017,17846,178460,Ancient City Hotel | Northern Crown Hotel | Nine Arch Resort | Southern Wave Resort
Colombo,4,126494,medium,wildlife,family,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8266,55140,18024,20445,25446,101786,Bentota Bay Hotel | Galle Sea Breeze
Colombo,7,348864,high,nature,friends,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8725,111111,25109,23482,25179,176254,River Edge Resort | Southern Wave Resort
Colombo,9,40872,low,wildlife,friends,van,Colombo -> Ella -> Galle -> Colombo,335,9290,32661,26550,8251,8007,72062,Nine Arch Resort | Fort View Hotel
Colombo,4,68163,medium,beach,friends,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8342,51124,13396,20379,23392,93566,Ella Green Stay
Colombo,10,129878,medium,cultural,couple,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17327,98040,35820,21990,17611,176109,Safari Lodge | Ella Mountain Inn | Fort View Hotel
Colombo,6,57047,low,cultural,family,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,10201,28788,28770,10960,13072,78434,Lion Rock Hotel | Lakewood Stay
Colombo,8,65513,medium,cultural,couple,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,13353,74848,22584,13349,15798,126381,Sigiriya Nature Stay | Lakewood Stay
Colombo,5,33996,low,wildlife,family,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,18076,19735,24515,9840,14228,71138,Safari Lodge | Ella Green Stay | Southern Wave Resort
Colombo,5,55959,low,nature,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,30763,19555,15315,2169,14364,71818,Ancient City Hotel | Jaffna City Inn | Ella Green Stay | Fort View Hotel
Colombo,5,71725,medium,cultural,family,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17627,61715,23455,3222,20777,103887,Wildlife Camp | Ella Mountain Inn | Galle Sea Breeze
Colombo,9,44555,low,cultural,solo,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11581,52434,34848,11324,12515,112631,Ella Green Stay
Colombo,10,85272,medium,beach,friends,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7766,136250,31650,17037,19832,198324,Sigiriya Nature Stay | Lakewood Stay
Colombo,2,186004,high,cultural,family,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,20036,56574,9220,12745,47498,94996,Sigiriya Nature Stay | Lakewood Stay | Ella Mountain Inn | Galle Sea Breeze
Colombo,9,110275,medium,beach,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15996,80361,32337,12801,15716,141442,Lion Rock Hotel | Kandy Hill Resort | Ella Green Stay | Fort View Hotel
Colombo,2,181868,high,nature,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,30849,56568,7546,24619,58252,116505,Heritage Palace | Jaffna City Inn | Ella Green Stay | Galle Sea Breeze
Colombo,4,114505,medium,beach,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,28430,51000,17712,19613,30659,122635,Ancient City Hotel | Northern Crown Hotel | Ella Green Stay | Southern Wave Resort
Colombo,10,133946,medium,wildlife,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9429,79190,47430,18563,15292,152924,Lakewood Stay | Tea Garden Hotel | Ella Mountain Inn
Colombo,10,71919,medium,nature,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8269,143630,27270,16858,19319,193188,Bentota Bay Hotel | Fort View Hotel
Colombo,2,243795,high,adventure,family,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,16896,46676,6784,20950,43751,87502,Tea Garden Hotel | Nine Arch Resort | Mirissa Beach Stay
Colombo,10,43814,low,nature,friends,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,10424,51740,30540,23021,12267,122673,Lakewood Stay | Hill Breeze Resort | Nine Arch Resort
Colombo,9,105582,medium,adventure,solo,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8623,71739,42300,14879,15689,141205,Ella Mountain Inn
Colombo,2,59860,low,cultural,friends,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,33277,10106,7026,17093,34086,68173,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Southern Wave Resort
Colombo,2,194023,high,adventure,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9759,34408,5274,16628,35432,70863,Lakewood Stay | Tea Garden Hotel | Ella Mountain Inn
Colombo,8,78367,medium,beach,couple,car,Colombo -> Ella -> Galle -> Colombo,335,11687,89016,27672,20877,18684,149476,Ella Green Stay | Southern Wave Resort
Colombo,5,99387,medium,beach,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,5901,46270,24615,7738,17956,89780,Bentota Bay Hotel | Southern Wave Resort
Colombo,2,113511,medium,adventure,family,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,14667,16444,6506,19626,30000,60001,Safari Lodge | Ella Mountain Inn | Fort View Hotel
Colombo,9,59733,low,wildlife,friends,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15376,36441,31896,8662,10310,92786,Lion Rock Hotel | Kandy Hill Resort | Nine Arch Resort | Galle Sea Breeze
Colombo,5,29769,low,cultural,friends,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,12354,21350,24530,24002,17278,86392,Lion Rock Hotel | Kandy Hill Resort
Colombo,7,75376,medium,nature,couple,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,36392,91826,31227,9949,25113,175791,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Southern Wave Resort
Colombo,6,94283,medium,adventure,family,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8282,59676,27216,17270,18176,109059,Bentota Bay Hotel | Fort View Hotel
Colombo,7,79126,medium,adventure,solo,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,23330,49924,34244,20977,19324,135271,Heritage Palace | Jaffna City Inn | Ella Mountain Inn | Galle Sea Breeze
Colombo,5,132173,medium,wildlife,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10552,61810,19410,10432,21942,109710,Bentota Bay Hotel | Southern Wave Resort
Colombo,9,57002,low,cultural,couple,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,21327,38277,42480,23030,13453,121076,Safari Lodge | Ella Mountain Inn | Southern Wave Resort
Colombo,2,79795,medium,beach,couple,car,Colombo -> Ella -> Galle -> Colombo,335,7275,14148,8734,14229,20188,40376,Ella Green Stay | Southern Wave Resort
Colombo,9,279516,high,adventure,solo,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13246,297684,23112,19347,40025,360221,Hill Breeze Resort | Ella Green Stay | Mirissa Beach Stay
Colombo,10,165248,high,adventure,couple,car,Colombo -> Ella -> Galle -> Colombo,335,6877,321830,32860,22308,38750,387500,Nine Arch Resort | Fort View Hotel
Colombo,8,40938,low,cultural,friends,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,8189,50840,22640,23421,13842,110737,Blue Ocean Resort | Galle Sea Breeze
Colombo,8,61238,medium,wildlife,friends,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8574,102056,36376,16218,21099,168790,Nine Arch Resort
Colombo,3,321479,high,nature,couple,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13824,100716,8070,4436,44420,133259,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,7,30042,low,beach,couple,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12976,33075,24388,20569,13198,92383,Sigiriya Nature Stay | Kandy Hill Resort | Ella Green Stay | Galle Sea Breeze
Colombo,10,254580,high,cultural,solo,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,15967,226060,38950,21830,31041,310406,Lakewood Stay | Hill Breeze Resort | Nine Arch Resort
Colombo,6,132487,medium,adventure,couple,bus,Colombo -> Ella -> Galle -> Colombo,335,8168,88254,19560,24272,24142,144852,Ella Green Stay | Fort View Hotel
Colombo,6,35107,low,nature,solo,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14898,30336,18786,14767,13162,78975,Kandy Hill Resort | Tea Garden Hotel | Ella Mountain Inn
Colombo,6,77367,medium,cultural,family,car,Colombo -> Ella -> Galle -> Colombo,335,7097,46290,26028,20251,17292,103754,Ella Green Stay | Fort View Hotel
Colombo,2,50246,low,cultural,solo,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,11365,7100,8176,4775,19146,38291,Lakewood Stay | Tea Garden Hotel | Ella Green Stay
Colombo,4,210495,high,adventure,couple,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,8799,99468,12388,4073,30617,122467,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,6,92321,medium,nature,family,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11736,77430,29592,22207,23195,139168,Nine Arch Resort
Colombo,4,109792,medium,nature,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16165,54344,17212,12968,25686,102744,Lakewood Stay | Tea Garden Hotel | Nine Arch Resort
Colombo,5,101830,medium,cultural,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,9452,46935,22555,20870,21525,107623,River Edge Resort | Fort View Hotel
Colombo,6,137624,medium,cultural,solo,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8634,68814,28518,2881,19294,115761,Nine Arch Resort
Colombo,9,78242,medium,nature,friends,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,24074,109692,31806,23583,20742,186680,Heritage Palace | Jaffna City Inn | Ella Mountain Inn | Fort View Hotel
Colombo,9,347282,high,adventure,friends,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,15861,241029,42291,21458,36233,326094,Tea Garden Hotel | Ella Mountain Inn | Blue Ocean Resort
Colombo,4,337311,high,wildlife,solo,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10669,103460,17052,5471,32956,131824,River Edge Resort | Fort View Hotel
Colombo,10,238073,high,wildlife,couple,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,26906,278160,49100,24624,38199,381989,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Fort View Hotel
Colombo,6,105656,medium,nature,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,11796,57330,20082,19075,18532,111195,Kandy Hill Resort | Hill Breeze Resort | Ella Mountain Inn
Colombo,9,75084,medium,nature,family,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,20596,64665,26523,24188,14852,133664,Safari Lodge | Ella Green Stay | Galle Sea Breeze
Colombo,4,90389,medium,wildlife,friends,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9705,54140,13020,8107,22616,90465,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,5,60583,medium,wildlife,friends,bike,Colombo -> Ella -> Galle -> Colombo,335,7253,63865,18200,4050,19565,97827,Ella Mountain Inn | Southern Wave Resort
Colombo,7,94387,medium,beach,friends,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,20415,87458,32627,22942,23368,163576,Sigiriya Nature Stay | Lakewood Stay | Nine Arch Resort | Southern Wave Resort
Colombo,7,137354,medium,adventure,couple,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14565,53858,26474,5862,14238,99667,Kandy Hill Resort | Tea Garden Hotel | Ella Mountain Inn
Colombo,4,290681,high,adventure,friends,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7809,110292,17972,22824,40675,162701,River Edge Resort | Southern Wave Resort
Colombo,9,119113,medium,beach,couple,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,11819,108666,35730,2314,17941,161468,Lion Rock Hotel | Temple View Hotel | Nine Arch Resort | Southern Wave Resort
Colombo,9,124054,medium,adventure,friends,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7568,75330,23634,9226,12838,115543,Lion Rock Hotel | Kandy Hill Resort
Colombo,10,132053,medium,beach,friends,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,20721,111840,29670,10778,18071,180708,Heritage Palace | Northern Crown Hotel | Ella Green Stay | Fort View Hotel
Colombo,5,64224,medium,nature,couple,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,8762,53420,14280,16387,17954,89772,Lion Rock Hotel | Temple View Hotel
Colombo,7,301520,high,wildlife,friends,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,16611,136934,23429,3945,26466,185259,Hill Breeze Resort | Ella Green Stay | Mirissa Beach Stay
Colombo,10,42520,low,cultural,family,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,18419,56070,28900,6442,11712,117120,Hill Breeze Resort | Ella Mountain Inn | Mirissa Beach Stay
Colombo,4,50736,low,beach,family,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12760,22016,14400,22572,18384,73534,Sigiriya Nature Stay | Kandy Hill Resort | Ella Mountain Inn | Southern Wave Resort
Colombo,8,267937,high,cultural,family,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13807,205792,23048,17022,33134,265070,Lakewood Stay | Hill Breeze Resort | Ella Mountain Inn
Colombo,8,42598,low,adventure,couple,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,12511,38576,31064,19934,13319,106553,Lion Rock Hotel | Lakewood Stay
Colombo,7,304149,high,nature,solo,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,11605,210413,22029,16460,37569,262986,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,6,41409,low,cultural,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15200,23022,19062,3696,10412,62473,Sigiriya Nature Stay | Lakewood Stay | Ella Green Stay | Galle Sea Breeze
Colombo,3,264992,high,nature,solo,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8304,52659,10278,19021,32134,96402,Nine Arch Resort
Colombo,2,321936,high,cultural,solo,bike,Colombo -> Ella -> Galle -> Colombo,335,8750,38662,6874,14552,32650,65301,Ella Green Stay | Galle Sea Breeze
Colombo,7,77451,medium,cultural,couple,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,17265,85785,21595,4241,18940,132577,Lakewood Stay | Tea Garden Hotel | Ella Green Stay
Colombo,9,117984,medium,beach,couple,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,13558,126396,26199,6587,20008,180068,Lion Rock Hotel | Lakewood Stay | Ella Green Stay | Fort View Hotel
Colombo,8,71042,medium,beach,couple,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8496,72256,39656,21909,17748,141985,River Edge Resort | Southern Wave Resort
Colombo,5,217474,high,wildlife,couple,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11746,83940,17400,18216,26525,132624,Blue Ocean Resort | Galle Sea Breeze
Colombo,3,174598,high,nature,family,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,20722,83025,14484,15790,45002,135007,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,3,28962,low,cultural,couple,car,Colombo -> Ella -> Galle -> Colombo,335,8296,20196,11019,22597,22928,68783,Ella Green Stay | Fort View Hotel
Colombo,8,30478,low,wildlife,couple,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,7930,38152,26656,7091,10452,83617,Nine Arch Resort
Colombo,3,92044,medium,adventure,couple,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13824,23118,8925,16856,22585,67754,Ella Green Stay
Colombo,6,325571,high,beach,solo,car,Colombo -> Ella -> Galle -> Colombo,335,10025,116976,19026,18266,27496,164973,Ella Green Stay | Southern Wave Resort
Colombo,4,63847,medium,beach,family,car,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11895,38976,14456,19165,20134,80538,Mirissa Beach Stay | Southern Wave Resort
Colombo,3,125484,medium,adventure,family,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14647,42117,12018,7154,25038,75115,Tea Garden Hotel | Ella Green Stay | Blue Ocean Resort
Colombo,10,28013,low,nature,solo,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,25155,54320,31140,7864,11406,114058,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Galle Sea Breeze
Colombo,7,125803,medium,nature,family,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13666,87605,22638,9313,19525,136672,Ella Mountain Inn
Colombo,3,71322,medium,cultural,family,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,10563,34590,12033,8575,21846,65538,Ella Green Stay
Colombo,5,131638,medium,cultural,friends,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11824,66145,15580,2208,19495,97475,Blue Ocean Resort | Galle Sea Breeze
Colombo,7,338948,high,nature,family,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,12648,191303,26313,5406,33433,234031,Lion Rock Hotel | Kandy Hill Resort
Colombo,2,40169,low,cultural,solo,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17040,13926,8050,17022,31646,63291,Safari Lodge | Ella Green Stay | Galle Sea Breeze
Colombo,4,254028,high,adventure,solo,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,8589,77132,14276,12322,28439,113757,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,6,32141,low,nature,couple,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,12570,24816,26046,17271,13475,80848,Wildlife Camp | Ella Mountain Inn | Southern Wave Resort
Colombo,5,75717,medium,cultural,friends,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6410,38700,18730,24835,18712,93559,River Edge Resort | Galle Sea Breeze
Colombo,4,58650,low,beach,family,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,9148,14800,14260,7697,10354,41414,Bentota Bay Hotel | Fort View Hotel
Colombo,10,34161,low,nature,friends,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7099,39970,34100,6283,8570,85698,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,6,54060,low,nature,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9993,40884,23148,6014,12623,75738,Kandy Hill Resort | Tea Garden Hotel | Ella Mountain Inn
Colombo,8,240330,high,adventure,friends,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11096,231840,27032,8132,34701,277605,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
